Mortgage Rates,MLS #,City,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Date,Closing Date,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster
2.86,2394104,Mebane,27302,2,2,944,1,1983,2021-07-07,2021-08-17,85000,90000,41,5000,36.0979,-79.2719,0
2.86,2392730,Raleigh,27603,2,2,1190,1,2005,2021-06-29,2021-08-18,465000,465000,50,0,35.7076,-78.6563,1
2.86,2362044,Raleigh,27617,3,3,2116,1,2020,2021-01-16,2021-08-19,489900,489900,215,0,35.9034,-78.7447,3
2.86,2403083,Raleigh,27603,2,2,1394,1,1892,2021-08-20,2021-08-20,450000,450000,0,0,35.7076,-78.6563,1
2.86,2394010,Raleigh,27605,1,1,660,1,2021,2021-07-06,2021-08-20,340000,340000,45,0,35.7908,-78.653,1
2.86,2401947,Raleigh,27606,1,2,1080,1,1892,2021-08-16,2021-08-16,345000,345000,0,0,35.7645,-78.7112,1
2.86,2391829,Raleigh,27603,1,1,935,1,2008,2021-06-24,2021-08-17,329900,329900,54,0,35.7076,-78.6563,1
2.86,2375623,Raleigh,27605,1,1,660,1,2021,2021-04-03,2021-08-20,330000,330000,139,0,35.7908,-78.653,1
2.86,2401042,Raleigh,27615,2,2,1311,1,2004,2021-08-11,2021-08-20,265000,265000,9,0,35.8887,-78.6393,3
2.86,2400472,Raleigh,27605,1,2,914,1,1949,2021-08-07,2021-08-20,280000,280000,13,0,35.7908,-78.653,1
2.86,2394016,Raleigh,27605,1,1,660,1,2021,2021-07-06,2021-08-20,365000,365000,45,0,35.7908,-78.653,1
2.86,2380245,Chapel Hill,27514,1,1,670,1,1967,2021-04-27,2021-08-16,69900,69900,111,0,35.9203,-79.0372,2
2.86,2392836,Chapel Hill,27514,1,1,670,1,1967,2021-06-29,2021-08-17,69900,69900,49,0,35.9203,-79.0372,2
2.86,2392354,Raleigh,27604,2,2,1000,1,1985,2021-06-26,2021-08-16,155000,155000,51,0,35.8334,-78.5799,3
2.86,2394771,Durham,27701,1,1,471,1,1980,2021-07-09,2021-08-20,220000,220000,42,0,35.9967,-78.8966,2
2.86,2399826,Raleigh,27603,4,4,1319,1,2002,2021-08-04,2021-08-16,227900,225000,12,-2900,35.7076,-78.6563,1
2.86,2393537,Carrboro,27510,1,1,560,1,1965,2021-07-02,2021-08-18,88000,85000,47,-3000,35.9055,-79.0901,2
2.86,2377449,Raleigh,27608,2,1,675,1,1950,2021-04-13,2021-08-16,214000,206000,125,-8000,35.8077,-78.6463,3
2.87,2394650,Chapel Hill,27517,2,3,1200,1,1974,2021-07-08,2021-08-23,215000,255000,46,40000,35.9182,-79.0035,2
2.87,2401337,Cary,27518,2,2,1153,1,1997,2021-08-12,2021-08-27,225000,251500,15,26500,35.7299,-78.7735,1
2.87,2395760,Chapel Hill,27517,2,2,1020,1,1991,2021-07-14,2021-08-24,240000,265000,41,25000,35.9182,-79.0035,2
2.87,2400658,Chapel Hill,27514,2,3,1168,1,1984,2021-08-09,2021-08-26,165000,180000,17,15000,35.9203,-79.0372,2
2.87,2399848,Raleigh,27606,2,2,1056,1,1968,2021-08-04,2021-08-24,165000,180000,20,15000,35.7645,-78.7112,1
2.87,2394670,Raleigh,27609,2,2,1045,1,1999,2021-07-09,2021-08-27,210000,224000,49,14000,35.848,-78.6317,3
2.87,2397121,Durham,27703,1,1,974,1,2008,2021-07-22,2021-08-27,198900,210000,36,11100,35.9781,-78.8439,2
2.87,2395999,Raleigh,27609,2,2,1088,1,1999,2021-07-15,2021-08-27,199000,210000,43,11000,35.848,-78.6317,3
2.87,2395750,Chapel Hill,27514,2,2,1261,1,2002,2021-07-14,2021-08-25,260000,270000,42,10000,35.9203,-79.0372,2
2.87,2395734,Burlington,27302,2,3,1370,1,1968,2021-07-14,2021-08-23,119600,126000,40,6400,36.0979,-79.2719,0
2.87,2397020,Raleigh,27603,2,2,1228,1,2008,2021-07-21,2021-08-23,384900,389900,33,5000,35.7076,-78.6563,1
2.87,2390864,Hillsborough,27278,2,2,1100,1,1986,2021-06-18,2021-08-27,150000,155000,70,5000,36.0756,-79.0914,2
2.87,2394350,Raleigh,27615,2,2,1147,1,1974,2021-07-07,2021-08-26,175000,180000,50,5000,35.8887,-78.6393,3
2.87,2392833,Chapel Hill,27514,1,1,670,1,1967,2021-06-29,2021-08-27,69900,71000,59,1100,35.9203,-79.0372,2
2.87,2385761,Chapel Hill,27517,1,1,807,1,2009,2021-05-24,2021-08-23,299000,300000,91,1000,35.9182,-79.0035,2
2.87,2408117,Raleigh,27610,3,3,1680,1,2021,2021-08-17,2021-08-24,440000,440952,7,952,35.7667,-78.6008,1
2.87,2398657,Chapel Hill,27514,1,1,704,1,1967,2021-07-29,2021-08-23,69900,70000,25,100,35.9203,-79.0372,2
2.87,2359224,Raleigh,27601,3,4,1617,1,2021,2020-12-28,2021-08-26,550000,550029,241,29,35.7727,-78.6324,1
2.87,2404067,Raleigh,27612,2,2,1240,1,2008,2021-08-25,2021-08-25,485000,485000,0,0,35.852,-78.6841,3
2.87,2360674,Raleigh,27601,3,4,1617,1,2021,2021-01-08,2021-08-23,535500,535500,227,0,35.7727,-78.6324,1
2.87,2374936,Raleigh,27601,3,4,1515,1,2021,2021-03-31,2021-08-27,571233,571233,149,0,35.7727,-78.6324,1
2.87,2392141,Raleigh,27609,2,2,1057,1,1966,2021-06-25,2021-08-23,285000,280000,59,-5000,35.848,-78.6317,3
2.87,2389329,Raleigh,27605,2,2,1501,1,2016,2021-06-11,2021-08-27,597900,587000,77,-10900,35.7908,-78.653,1
2.87,2398548,Cary,27518,2,2,1233,1,1990,2021-07-29,2021-08-31,289900,325000,33,35100,35.7299,-78.7735,1
2.87,2395251,Raleigh,27603,3,2,1092,1,1999,2021-06-17,2021-08-31,184900,215000,75,30100,35.7076,-78.6563,1
2.87,2383646,Raleigh,27609,3,2,1162,1,1972,2021-05-13,2021-08-31,89900,113000,110,23100,35.848,-78.6317,3
2.87,2401105,Durham,27713,2,2,958,1,1986,2021-08-11,2021-08-31,150000,173000,20,23000,35.9112,-78.9178,2
2.87,2397349,Raleigh,27614,3,3,1692,1,2005,2021-07-22,2021-09-02,229900,250000,42,20100,35.9457,-78.6433,3
2.87,2399822,Durham,27713,2,2,1260,1,1986,2021-08-04,2021-08-30,200000,220000,26,20000,35.9112,-78.9178,2
2.87,2400407,Chapel Hill,27517,3,3,1316,1,1974,2021-08-06,2021-08-31,265000,285000,25,20000,35.9182,-79.0035,2
2.87,2396352,Raleigh,27615,3,3,1376,1,1969,2021-07-17,2021-08-31,218400,235000,45,16600,35.8887,-78.6393,3
2.87,2400747,Raleigh,27605,2,2,919,1,1949,2021-08-10,2021-08-31,295000,310000,21,15000,35.7908,-78.653,1
2.87,2395268,Durham,27705,3,2,1822,1,1973,2021-06-29,2021-08-31,250000,264000,63,14000,36.0218,-78.9478,2
2.87,2404047,Raleigh,27609,2,2,959,1,1972,2021-08-25,2021-09-02,107000,120000,8,13000,35.848,-78.6317,3
2.87,2395141,Raleigh,27605,1,1,500,1,1949,2021-07-12,2021-08-30,167500,180000,49,12500,35.7908,-78.653,1
2.87,2391269,Durham,27713,2,2,886,1,1986,2021-06-20,2021-09-03,157900,170000,75,12100,35.9112,-78.9178,2
2.87,2397359,Raleigh,27615,2,3,1230,1,1985,2021-07-22,2021-08-30,220000,232000,39,12000,35.8887,-78.6393,3
2.87,2398321,Chapel Hill,27517,1,1,945,1,2008,2021-07-27,2021-08-31,329000,339000,35,10000,35.9182,-79.0035,2
2.87,2394349,Raleigh,27616,2,2,949,1,1986,2021-07-08,2021-08-31,124900,134900,54,10000,35.8673,-78.5381,3
2.87,2389982,Fayetteville,28311,3,2,1594,1,2005,2021-06-15,2021-09-02,130000,134500,79,4500,35.1294,-78.8982,4
2.87,2376357,Raleigh,27615,3,3,1383,1,1979,2021-04-07,2021-08-31,235000,238000,146,3000,35.8887,-78.6393,3
2.87,2401236,Chapel Hill,27514,2,2,934,1,1967,2021-08-12,2021-08-31,185000,187500,19,2500,35.9203,-79.0372,2
2.87,2396485,Raleigh,27604,2,2,1000,1,1983,2021-07-18,2021-08-30,154900,157000,43,2100,35.8334,-78.5799,3
2.87,2392832,Chapel Hill,27514,1,1,670,1,1967,2021-06-29,2021-08-31,74900,76900,63,2000,35.9203,-79.0372,2
2.87,2397532,Raleigh,27603,2,2,1464,1,2005,2021-07-23,2021-08-31,599000,600000,39,1000,35.7076,-78.6563,1
2.87,2353749,Raleigh,27608,2,4,1791,1,2020,2020-11-14,2021-09-03,598000,598000,293,0,35.8077,-78.6463,3
2.87,2394008,Raleigh,27605,1,1,660,1,2021,2021-07-06,2021-09-03,330000,330000,59,0,35.7908,-78.653,1
2.87,2398710,Chapel Hill,27517,2,3,1090,1,1991,2021-07-29,2021-09-03,250000,250000,36,0,35.9182,-79.0035,2
2.87,2395327,Chapel Hill,27514,2,2,1186,1,2003,2021-07-13,2021-09-02,265000,265000,51,0,35.9203,-79.0372,2
2.87,2399287,Raleigh,27613,2,2,1411,1,2004,2021-08-02,2021-08-31,245000,245000,29,0,35.8949,-78.7051,3
2.87,2405610,Raleigh,27605,2,2,914,1,1949,2021-09-02,2021-09-02,307000,307000,0,0,35.7908,-78.653,1
2.87,2386465,Raleigh,27610,3,3,1450,1,2021,2021-05-28,2021-08-31,409900,409900,95,0,35.7667,-78.6008,1
2.87,2398395,Raleigh,27614,3,3,1550,1,2005,2021-07-28,2021-09-03,225000,225000,37,0,35.9457,-78.6433,3
2.87,2397577,Raleigh,27606,2,3,1195,1,1966,2021-07-23,2021-08-30,210000,210000,38,0,35.7645,-78.7112,1
2.87,2391973,Durham,27713,2,2,1037,1,1986,2021-06-24,2021-09-01,170000,170000,69,0,35.9112,-78.9178,2
2.87,2396294,Cary,27511,2,1,768,1,1979,2021-07-16,2021-08-31,185000,185000,46,0,35.7641,-78.7786,1
2.87,2383870,Chapel Hill,27514,1,1,700,1,1967,2021-05-14,2021-08-30,59900,59000,108,-900,35.9203,-79.0372,2
2.87,2398232,Raleigh,27606,2,2,1065,1,1972,2021-07-27,2021-08-31,140000,137000,35,-3000,35.7645,-78.7112,1
2.87,2396283,Raleigh,27603,2,2,896,1,2000,2021-07-16,2021-08-31,165000,160000,46,-5000,35.7076,-78.6563,1
2.87,2385740,Raleigh,27610,3,3,1680,1,2021,2021-05-25,2021-09-01,449900,440952,99,-8948,35.7667,-78.6008,1
2.87,2383177,Chapel Hill,27517,1,1,804,1,2008,2021-05-11,2021-09-02,319900,310000,114,-9900,35.9182,-79.0035,2
2.87,2393260,Raleigh,27603,1,2,901,1,2009,2021-07-01,2021-09-03,425000,415000,64,-10000,35.7076,-78.6563,1
2.87,2394664,Durham,27703,1,2,1039,1,2006,2021-07-08,2021-08-31,205000,192000,54,-13000,35.9781,-78.8439,2
2.87,2362204,Raleigh,27603,3,3,2467,1,1890,2021-01-18,2021-09-03,750000,700000,228,-50000,35.7076,-78.6563,1
2.88,2399357,Cary,27511,3,2,1554,1,2001,2021-08-02,2021-09-09,394500,470000,38,75500,35.7641,-78.7786,1
2.88,2399859,Cary,27518,2,2,1217,1,1990,2021-08-04,2021-09-10,285000,315000,37,30000,35.7299,-78.7735,1
2.88,2394176,Raleigh,27605,1,1,730,1,1986,2021-07-07,2021-09-08,225000,250000,63,25000,35.7908,-78.653,1
2.88,2399018,Raleigh,27615,2,3,1272,1,1985,2021-07-30,2021-09-10,220000,240100,42,20100,35.8887,-78.6393,3
2.88,2398266,Raleigh,27612,1,1,574,1,1984,2021-07-28,2021-09-10,180000,200000,44,20000,35.852,-78.6841,3
2.88,2402330,Durham,27707,2,2,1246,1,2008,2021-08-17,2021-09-08,267000,285000,22,18000,35.9631,-78.9315,2
2.88,2398079,Raleigh,27615,3,3,1407,1,1985,2021-07-27,2021-09-09,225000,240000,44,15000,35.8887,-78.6393,3
2.88,2400272,Chapel Hill,27514,2,3,1088,1,1965,2021-08-06,2021-09-10,189900,203750,35,13850,35.9203,-79.0372,2
2.88,2400280,Raleigh,27609,1,2,849,1,1966,2021-08-05,2021-09-10,250000,261800,36,11800,35.848,-78.6317,3
2.88,2403569,Durham,27705,1,1,769,1,2007,2021-08-24,2021-09-10,280000,290000,17,10000,36.0218,-78.9478,2
2.88,2403415,Raleigh,27615,2,2,1568,1,2001,2021-08-23,2021-09-09,305000,315000,17,10000,35.8887,-78.6393,3
2.88,2394467,Raleigh,27606,3,2,1044,1,1972,2021-07-08,2021-09-09,150000,156000,63,6000,35.7645,-78.7112,1
2.88,2403575,Raleigh,27604,1,1,519,1,1983,2021-08-22,2021-09-08,55000,60000,17,5000,35.8334,-78.5799,3
2.88,2393578,Chapel Hill,27517,2,3,1080,1,1984,2021-07-02,2021-09-09,192000,195000,69,3000,35.9182,-79.0035,2
2.88,2402866,Raleigh,27606,4,4,1219,1,1998,2021-08-20,2021-09-07,225000,226500,18,1500,35.7645,-78.7112,1
2.88,2401125,Burlington,27215,2,2,1152,1,2004,2021-08-11,2021-09-07,132000,133000,27,1000,36.0318,-79.4889,0
2.88,2394776,Chapel Hill,27517,2,2,1549,1,2001,2021-07-08,2021-09-10,450000,450000,64,0,35.9182,-79.0035,2
2.88,2398379,Chapel Hill,27516,4,2,1600,1,1970,2021-07-28,2021-09-08,249000,249000,42,0,35.9162,-79.0999,2
2.88,2403362,Raleigh,27605,2,1,738,1,1949,2021-08-23,2021-09-10,289000,289000,18,0,35.7908,-78.653,1
2.88,2399220,Durham,27703,2,1,960,1,1987,2021-08-01,2021-09-09,70000,70000,39,0,35.9781,-78.8439,2
2.88,2398599,Chapel Hill,27517,2,2,954,1,1989,2021-07-28,2021-09-10,199000,199000,44,0,35.9182,-79.0035,2
2.88,2395688,Raleigh,27608,2,4,1706,1,2021,2021-07-14,2021-09-10,610000,608850,58,-1150,35.8077,-78.6463,3
2.88,2188242,Saxapahaw,27340,1,2,1276,1,2013,2018-04-30,2021-09-09,420000,418000,1228,-2000,35.9488,-79.3297,0
2.88,2357717,Raleigh,27617,3,3,2360,1,2019,2020-12-11,2021-09-10,524900,521900,273,-3000,35.9034,-78.7447,3
2.88,2362817,Raleigh,27601,1,1,910,1,2020,2021-01-21,2021-09-10,415000,412000,232,-3000,35.7727,-78.6324,1
2.88,2385912,Raleigh,27609,1,1,650,1,1972,2021-05-25,2021-09-10,103200,98500,108,-4700,35.848,-78.6317,3
2.88,2372064,Raleigh,27609,2,3,1390,1,2007,2021-03-15,2021-09-10,425000,420000,179,-5000,35.848,-78.6317,3
2.88,2393091,Raleigh,27615,2,2,1554,1,2001,2021-06-30,2021-09-07,305000,300000,69,-5000,35.8887,-78.6393,3
2.88,2398836,Carrboro,27510,2,1,860,1,1984,2021-07-30,2021-09-07,185000,180000,39,-5000,35.9055,-79.0901,2
2.88,2389886,Raleigh,27606,2,1,909,1,1972,2021-06-15,2021-09-10,135000,127000,87,-8000,35.7645,-78.7112,1
2.88,2401806,Raleigh,27614,2,2,1479,1,2002,2021-08-14,2021-09-10,227900,219700,27,-8200,35.9457,-78.6433,3
2.88,2392120,Raleigh,27603,2,2,1276,1,2005,2021-06-25,2021-09-07,539000,527763,74,-11237,35.7076,-78.6563,1
2.86,2400035,Chapel Hill,27514,2,3,1740,1,2000,2021-08-05,2021-09-14,345000,370000,40,25000,35.9203,-79.0372,2
2.86,2394356,Raleigh,27614,2,2,1445,1,2002,2021-07-08,2021-09-17,219000,239000,71,20000,35.9457,-78.6433,3
2.86,2396803,Elon,27244,3,3,1500,1,2006,2021-07-20,2021-09-16,140000,160000,58,20000,36.1029,-79.5067,0
2.86,2400373,Raleigh,27614,2,2,910,1,2003,2021-08-06,2021-09-15,185000,205000,40,20000,35.9457,-78.6433,3
2.86,2401129,Cary,27518,3,2,1415,1,2005,2021-08-11,2021-09-15,350000,365000,35,15000,35.7299,-78.7735,1
2.86,2400470,Raleigh,27615,3,3,2268,1,1968,2021-08-07,2021-09-16,278000,289500,40,11500,35.8887,-78.6393,3
2.86,2402944,Raleigh,27603,2,2,1214,1,2008,2021-08-20,2021-09-14,470000,479999,25,9999,35.7076,-78.6563,1
2.86,2398389,Chapel Hill,27517,2,2,901,1,1991,2021-07-28,2021-09-17,227000,235000,51,8000,35.9182,-79.0035,2
2.86,2401443,Raleigh,27616,1,2,945,1,1986,2021-08-12,2021-09-17,124900,132000,36,7100,35.8673,-78.5381,3
2.86,2399830,Raleigh,27603,4,4,1391,1,2001,2021-08-04,2021-09-16,230000,237000,43,7000,35.7076,-78.6563,1
2.86,2401278,Burlington,27215,2,2,1126,1,2004,2021-08-12,2021-09-17,122000,128500,36,6500,36.0318,-79.4889,0
2.86,2398207,Raleigh,27603,3,3,1568,1,2004,2021-07-26,2021-09-17,242900,248000,53,5100,35.7076,-78.6563,1
2.86,2400489,Chapel Hill,27514,2,2,902,1,1981,2021-08-06,2021-09-13,165000,170000,38,5000,35.9203,-79.0372,2
2.86,2405292,Burlington,27215,2,2,1160,1,2004,2021-09-01,2021-09-16,125000,130000,15,5000,36.0318,-79.4889,0
2.86,2398925,Raleigh,27606,2,2,1180,1,1984,2021-07-30,2021-09-17,178000,180000,49,2000,35.7645,-78.7112,1
2.86,2400938,Raleigh,27606,2,2,1134,1,1968,2021-08-11,2021-09-17,174900,175000,37,100,35.7645,-78.7112,1
2.86,2397196,Raleigh,27617,3,3,1746,1,2008,2021-07-22,2021-09-16,350000,350000,56,0,35.9034,-78.7447,3
2.86,2394631,Raleigh,27614,3,3,1680,1,2009,2021-07-08,2021-09-17,225000,225000,71,0,35.9457,-78.6433,3
2.86,2403038,Chapel Hill,27517,2,2,965,1,1984,2021-08-20,2021-09-15,190000,190000,26,0,35.9182,-79.0035,2
2.86,2395052,Durham,27704,2,2,1230,1,1984,2021-07-11,2021-09-14,179000,177000,65,-2000,36.0383,-78.8764,2
2.86,2361613,Raleigh,27617,2,2,1845,1,2020,2021-01-14,2021-09-16,509900,504900,245,-5000,35.9034,-78.7447,3
2.86,2403547,Chapel Hill,27516,1,1,745,1,2003,2021-08-24,2021-09-17,295000,290000,24,-5000,35.9162,-79.0999,2
2.86,2391876,Raleigh,27603,2,2,1240,1,2008,2021-06-24,2021-09-15,390000,385000,83,-5000,35.7076,-78.6563,1
2.86,2393181,Durham,27701,2,1,1019,1,1984,2021-07-01,2021-09-14,383900,374000,75,-9900,35.9967,-78.8966,2
2.86,2394939,Chapel Hill,27517,2,2,1405,1,2010,2021-07-10,2021-09-14,400000,390000,66,-10000,35.9182,-79.0035,2
2.86,2397005,Durham,27701,1,1,551,1,1972,2021-07-21,2021-09-14,195000,184000,55,-11000,35.9967,-78.8966,2
2.86,2399546,Durham,27713,1,1,745,1,1986,2021-08-03,2021-09-17,150000,138000,45,-12000,35.9112,-78.9178,2
2.86,2392563,Raleigh,27605,2,2,977,1,1985,2021-06-28,2021-09-16,344000,330000,80,-14000,35.7908,-78.653,1
2.86,2391951,Durham,27701,2,1,1010,1,1945,2021-06-24,2021-09-15,349000,330000,83,-19000,35.9967,-78.8966,2
2.86,2379148,Raleigh,27605,3,4,2479,1,2015,2021-04-21,2021-09-15,995000,970000,147,-25000,35.7908,-78.653,1
2.88,2402698,Apex,27502,3,3,2322,1,2014,2021-08-19,2021-09-23,500000,550000,35,50000,35.7225,-78.8408,1
2.88,2405410,Cary,27511,2,2,1206,1,1980,2021-09-02,2021-09-21,220000,242000,19,22000,35.7641,-78.7786,1
2.88,2403055,Raleigh,27615,3,3,1331,1,1985,2021-08-20,2021-09-24,245000,260000,35,15000,35.8887,-78.6393,3
2.88,2399735,Raleigh,27605,2,2,1143,1,1987,2021-08-04,2021-09-20,318000,333000,47,15000,35.7908,-78.653,1
2.88,2402377,Raleigh,27604,1,2,660,1,2004,2021-08-18,2021-09-24,165000,178000,37,13000,35.8334,-78.5799,3
2.88,2402887,Raleigh,27612,1,1,571,1,1983,2021-08-20,2021-09-24,175000,187500,35,12500,35.852,-78.6841,3
2.88,2394662,Cary,27513,2,1,1017,1,1985,2021-07-08,2021-09-20,197000,207000,74,10000,35.7956,-78.7941,1
2.88,2399794,Raleigh,27606,2,2,1076,1,1968,2021-08-04,2021-09-21,179900,189000,48,9100,35.7645,-78.7112,1
2.88,2405956,Raleigh,27606,4,4,1219,1,1999,2021-09-03,2021-09-20,218000,220000,17,2000,35.7645,-78.7112,1
2.88,2400960,Raleigh,27609,2,2,1050,1,1966,2021-08-11,2021-09-23,290000,290000,43,0,35.848,-78.6317,3
2.88,2397799,Chapel Hill,27517,2,2,1043,1,1991,2021-07-25,2021-09-21,275000,275000,58,0,35.9182,-79.0035,2
2.88,2394005,Raleigh,27605,1,1,660,1,2021,2021-07-06,2021-09-20,360000,360000,76,0,35.7908,-78.653,1
2.88,2402401,Burlington,27215,2,2,1126,1,2007,2021-08-17,2021-09-24,135000,135000,38,0,36.0318,-79.4889,0
2.88,2406243,Durham,27713,2,2,990,1,1986,2021-09-07,2021-09-23,170000,170000,16,0,35.9112,-78.9178,2
2.88,2399824,Carrboro,27510,2,2,966,1,1969,2021-08-04,2021-09-23,220000,220000,50,0,35.9055,-79.0901,2
2.88,2403495,Raleigh,27603,2,2,935,1,1999,2021-08-23,2021-09-23,165000,162500,31,-2500,35.7076,-78.6563,1
2.88,2402707,Carrboro,27510,2,2,1056,1,1983,2021-08-19,2021-09-23,245000,240000,35,-5000,35.9055,-79.0901,2
2.88,2392603,Raleigh,27606,4,4,1187,1,1997,2021-06-28,2021-09-20,225000,220000,84,-5000,35.7645,-78.7112,1
2.88,2398936,Carrboro,27510,2,1,850,2,1968,2021-07-30,2021-09-20,220000,212500,52,-7500,35.9055,-79.0901,2
2.88,2393574,Raleigh,27606,4,4,1219,1,1999,2021-07-02,2021-09-23,215000,207500,83,-7500,35.7645,-78.7112,1
2.88,2402304,Raleigh,27612,3,2,1440,1,1972,2021-08-17,2021-09-21,249900,240000,35,-9900,35.852,-78.6841,3
2.88,2396607,Chapel Hill,27517,2,2,1162,1,2009,2021-07-19,2021-09-20,529000,502500,63,-26500,35.9182,-79.0035,2
3.01,2401760,Durham,27701,2,2,1486,1,2019,2021-08-14,2021-09-28,989000,1040000,45,51000,35.9967,-78.8966,2
3.01,2401289,Cary,27513,2,2,1276,1,1987,2021-08-12,2021-09-30,225000,263000,49,38000,35.7956,-78.7941,1
3.01,2400869,Durham,27703,1,2,992,1,2006,2021-08-10,2021-09-29,200000,222000,50,22000,35.9781,-78.8439,2
3.01,2405806,Chapel Hill,27514,2,2,872,2,1984,2021-09-02,2021-09-28,180000,201000,26,21000,35.9203,-79.0372,2
3.01,2404366,Raleigh,27601,2,2,1215,1,1999,2021-08-27,2021-09-30,375000,393000,34,18000,35.7727,-78.6324,1
3.01,2401730,Cary,27513,2,2,1033,1,1986,2021-08-13,2021-09-30,200000,216000,48,16000,35.7956,-78.7941,1
3.01,2404753,Durham,27707,3,3,1664,1,1980,2021-08-30,2021-09-28,220000,235000,29,15000,35.9631,-78.9315,2
3.01,2399131,Durham,27701,1,1,542,1,1972,2021-07-30,2021-10-01,203000,210000,63,7000,35.9967,-78.8966,2
3.01,2402346,Raleigh,27613,2,3,1350,1,1996,2021-08-17,2021-10-01,275000,281000,45,6000,35.8949,-78.7051,3
3.01,2392288,Cary,27513,1,1,683,1,1986,2021-06-25,2021-09-27,142000,148000,94,6000,35.7956,-78.7941,1
3.01,2396637,Chapel Hill,27516,2,2,878,1,1972,2021-07-19,2021-09-30,119900,125500,73,5600,35.9162,-79.0999,2
3.01,2401215,Durham,27713,2,2,1020,1,1986,2021-08-11,2021-09-29,179900,185000,49,5100,35.9112,-78.9178,2
3.01,2405933,Raleigh,27606,2,3,1166,1,1984,2021-09-03,2021-09-29,189000,194000,26,5000,35.7645,-78.7112,1
3.01,2401662,Burlington,27215,2,2,1240,1,1999,2021-08-13,2021-09-29,134000,139000,47,5000,36.0318,-79.4889,0
3.01,2402721,Durham,27713,2,2,1146,1,1986,2021-08-19,2021-09-27,174900,175000,39,100,35.9112,-78.9178,2
3.01,2400549,Raleigh,27603,2,2,1144,1,2005,2021-08-08,2021-09-30,484900,484900,53,0,35.7076,-78.6563,1
3.01,2363112,Raleigh,27617,3,3,2360,1,2019,2021-01-23,2021-09-28,484900,484900,248,0,35.9034,-78.7447,3
3.01,2387302,Raleigh,27617,3,3,2360,1,2018,2021-06-02,2021-09-28,489900,489900,118,0,35.9034,-78.7447,3
3.01,2402629,Durham,27713,2,2,865,1,1986,2021-08-19,2021-10-01,159900,159900,43,0,35.9112,-78.9178,2
3.01,2400506,Raleigh,27614,1,2,766,1,2001,2021-08-07,2021-10-01,180000,180000,55,0,35.9457,-78.6433,3
3.01,2355967,Raleigh,27601,3,4,1617,1,2021,2020-12-02,2021-09-27,535000,535000,299,0,35.7727,-78.6324,1
3.01,2406420,Chapel Hill,27517,3,3,1372,1,1993,2021-09-07,2021-10-01,270000,270000,24,0,35.9182,-79.0035,2
3.01,2401632,Morrisville,27560,2,2,1377,1,2001,2021-08-13,2021-09-29,275000,275000,47,0,35.8344,-78.8466,2
3.01,2400425,Durham,27701,1,2,874,1,2018,2021-08-07,2021-09-30,355000,355000,54,0,35.9967,-78.8966,2
3.01,2393955,Raleigh,27605,1,1,660,1,2021,2021-07-06,2021-09-30,350000,350000,86,0,35.7908,-78.653,1
3.01,2402956,Chapel Hill,27514,2,3,1386,1,1974,2021-08-20,2021-09-29,199000,199000,40,0,35.9203,-79.0372,2
3.01,2392015,Raleigh,27610,2,2,912,1,1986,2021-06-23,2021-09-28,116000,115000,97,-1000,35.7667,-78.6008,1
3.01,2399938,Chapel Hill,27517,3,3,1417,1,1989,2021-08-05,2021-09-29,260000,255000,55,-5000,35.9182,-79.0035,2
3.01,2403032,Raleigh,27606,2,2,1016,1,1972,2021-08-20,2021-09-27,145500,139000,38,-6500,35.7645,-78.7112,1
3.01,2403011,Durham,27701,1,1,434,1,2018,2021-08-20,2021-10-01,255000,248000,42,-7000,35.9967,-78.8966,2
3.01,2401766,Raleigh,27606,2,2,936,1,1972,2021-08-14,2021-10-01,132000,121000,48,-11000,35.7645,-78.7112,1
3.01,2399338,Raleigh,27603,3,3,1740,1,2004,2021-08-02,2021-09-27,275000,264000,56,-11000,35.7076,-78.6563,1
3.01,2402519,Raleigh,27540,4,4,1391,1,2001,2021-08-17,2021-09-29,225000,213000,43,-12000,35.6263,-78.8458,1
3.01,2400285,Chapel Hill,27516,3,2,1152,1,1972,2021-08-06,2021-09-29,159900,140500,54,-19400,35.9162,-79.0999,2
2.99,2406248,Raleigh,27609,2,3,1250,1,1972,2021-09-07,2021-10-07,165000,180000,30,15000,35.848,-78.6317,3
2.99,2401576,Chapel Hill,27517,2,3,1385,1,1977,2021-08-13,2021-10-08,270000,285000,56,15000,35.9182,-79.0035,2
2.99,2404514,Cary,27511,2,1,692,1,1979,2021-08-27,2021-10-07,170000,184900,41,14900,35.7641,-78.7786,1
2.99,2406533,Raleigh,27615,2,2,1125,1,2000,2021-09-08,2021-10-05,219000,232000,27,13000,35.8887,-78.6393,3
2.99,2401936,Chapel Hill,27514,2,3,1168,1,1984,2021-08-16,2021-10-07,169900,182000,52,12100,35.9203,-79.0372,2
2.99,2404555,Raleigh,27603,3,2,1145,1,2002,2021-08-28,2021-10-08,199999,210000,41,10001,35.7076,-78.6563,1
2.99,2405264,Durham,27713,2,2,904,1,1986,2021-09-01,2021-10-04,170000,180000,33,10000,35.9112,-78.9178,2
2.99,2405443,Raleigh,27606,2,2,952,1,1968,2021-09-02,2021-10-08,175000,185000,36,10000,35.7645,-78.7112,1
2.99,2406957,Chapel Hill,27514,2,1,875,1,1983,2021-09-08,2021-10-08,199000,205000,30,6000,35.9203,-79.0372,2
